recommendation_id,workflow_run_id,request_id,recommendation_status,headline,detail,selected_suppliers,estimated_total_cost,generated_at
REC-1802-01,RUN-1802-01,REQ-1802,generated,"Allocate 120,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1217044.86,2026-02-09 16:51:00
REC-1803-01,RUN-1803-01,REQ-1803,generated,"Allocate 40,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,566993.5,2026-02-17 00:09:00
REC-1804-01,RUN-1804-01,REQ-1804,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-18 05:41:00
REC-1805-01,RUN-1805-01,REQ-1805,generated,"Allocate 90,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,1361028.03,2026-03-12 11:05:00
REC-1806-01,RUN-1806-01,REQ-1806,generated,"Allocate 110,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1212799.39,2026-03-14 10:43:00
REC-1807-01,RUN-1807-01,REQ-1807,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-19 10:29:00
REC-1808-01,RUN-1808-01,REQ-1808,generated,"Allocate 70,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,691873.37,2026-02-24 02:51:00
REC-1809-01,RUN-1809-01,REQ-1809,generated,"Allocate 55,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,782834.77,2026-04-09 08:06:00
REC-1810-01,RUN-1810-01,REQ-1810,generated,"Allocate 110,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,1546661.61,2026-03-28 05:16:00
REC-1811-01,RUN-1811-01,REQ-1811,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-22 16:59:00
REC-1812-01,RUN-1812-01,REQ-1812,generated,"Allocate 110,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,1657998.43,2026-02-01 10:05:00
REC-1813-01,RUN-1813-01,REQ-1813,generated,"Allocate 90,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,772425.96,2026-01-19 12:19:00
REC-1814-01,RUN-1814-01,REQ-1814,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-19 03:47:00
REC-1815-01,RUN-1815-01,REQ-1815,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-16 20:44:00
REC-1816-01,RUN-1816-01,REQ-1816,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-20 21:13:00
REC-1817-01,RUN-1817-01,REQ-1817,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-04 22:37:00
REC-1818-01,RUN-1818-01,REQ-1818,generated,"Allocate 40,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,374093.93,2026-02-22 23:48:00
REC-1819-01,RUN-1819-01,REQ-1819,generated,"Allocate 70,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,618068.87,2026-02-18 18:03:00
REC-1820-01,RUN-1820-01,REQ-1820,generated,"Allocate 70,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,836876.2,2026-01-20 16:21:00
REC-1821-01,RUN-1821-01,REQ-1821,generated,"Allocate 170,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1831204.87,2026-02-01 17:11:00
REC-1822-01,RUN-1822-01,REQ-1822,generated,"Allocate 170,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,2574896.68,2026-03-24 22:58:00
REC-1823-01,RUN-1823-01,REQ-1823,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-04 22:45:00
REC-1824-01,RUN-1824-01,REQ-1824,generated,"Allocate 90,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,1127275.43,2026-01-29 18:16:00
REC-1825-01,RUN-1825-01,REQ-1825,generated,"Allocate 70,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,759276.41,2026-02-03 23:44:00
REC-1826-01,RUN-1826-01,REQ-1826,generated,"Allocate 55,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,535250.57,2026-03-25 14:55:00
REC-1827-01,RUN-1827-01,REQ-1827,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-07 00:48:00
REC-1828-01,RUN-1828-01,REQ-1828,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-15 13:30:00
REC-1829-01,RUN-1829-01,REQ-1829,generated,"Allocate 110,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1252472.14,2026-03-01 16:29:00
REC-1830-01,RUN-1830-01,REQ-1830,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-26 13:04:00
REC-1831-01,RUN-1831-01,REQ-1831,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-11 02:15:00
REC-1832-01,RUN-1832-01,REQ-1832,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-23 06:54:00
REC-1833-01,RUN-1833-01,REQ-1833,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-30 03:56:00
REC-1834-01,RUN-1834-01,REQ-1834,generated,"Allocate 70,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,657688.67,2026-01-24 18:36:00
REC-1835-01,RUN-1835-01,REQ-1835,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-20 17:37:00
REC-1836-01,RUN-1836-01,REQ-1836,generated,"Allocate 40,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,607521.8,2026-03-03 23:01:00
REC-1837-01,RUN-1837-01,REQ-1837,generated,"Allocate 110,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,1156785.1,2026-01-17 14:51:00
REC-1838-01,RUN-1838-01,REQ-1838,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-03 20:20:00
REC-1839-01,RUN-1839-01,REQ-1839,generated,"Allocate 110,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,965307.29,2026-04-06 14:07:00
REC-1840-01,RUN-1840-01,REQ-1840,generated,"Allocate 120,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,1662963.69,2026-03-06 03:30:00
REC-1841-01,RUN-1841-01,REQ-1841,generated,"Allocate 90,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,1194646.77,2026-03-10 14:03:00
REC-1842-01,RUN-1842-01,REQ-1842,generated,"Allocate 40,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,593866.18,2026-01-05 20:51:00
REC-1843-01,RUN-1843-01,REQ-1843,generated,"Allocate 90,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,1071806.18,2026-01-27 10:33:00
REC-1844-01,RUN-1844-01,REQ-1844,generated,"Allocate 40,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,525471.73,2026-03-03 10:35:00
REC-1845-01,RUN-1845-01,REQ-1845,generated,"Allocate 55,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,797950.93,2026-02-12 21:39:00
REC-1846-01,RUN-1846-01,REQ-1846,generated,"Allocate 110,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,1262823.54,2026-02-25 17:09:00
REC-1847-01,RUN-1847-01,REQ-1847,generated,"Allocate 135,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,1571930.2,2026-03-26 07:13:00
REC-1848-01,RUN-1848-01,REQ-1848,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-23 03:23:00
REC-1849-01,RUN-1849-01,REQ-1849,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-06 11:19:00
REC-1850-01,RUN-1850-01,REQ-1850,generated,"Allocate 55,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,681526.42,2026-01-23 12:54:00
REC-1851-01,RUN-1851-01,REQ-1851,generated,"Allocate 120,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1493457.45,2026-02-04 17:41:00
REC-1852-01,RUN-1852-01,REQ-1852,generated,"Allocate 90,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,1100726.01,2026-02-16 10:25:00
REC-1853-01,RUN-1853-01,REQ-1853,generated,"Allocate 120,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,1541299.13,2026-01-31 17:37:00
REC-1854-01,RUN-1854-01,REQ-1854,generated,"Allocate 170,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,1915397.08,2026-03-18 03:27:00
REC-1855-01,RUN-1855-01,REQ-1855,generated,"Allocate 70,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,909142.14,2026-03-17 12:49:00
REC-1856-01,RUN-1856-01,REQ-1856,generated,"Allocate 70,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,1060312.57,2026-03-18 02:50:00
REC-1857-01,RUN-1857-01,REQ-1857,generated,"Allocate 40,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,514947.99,2026-01-13 12:48:00
REC-1858-01,RUN-1858-01,REQ-1858,generated,"Allocate 40,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,490633.02,2026-01-13 10:52:00
REC-1859-01,RUN-1859-01,REQ-1859,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-04 01:09:00
REC-1860-01,RUN-1860-01,REQ-1860,generated,"Allocate 110,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1284975.83,2026-02-09 02:05:00
REC-1861-01,RUN-1861-01,REQ-1861,generated,"Allocate 150,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,2290366.05,2026-02-24 17:48:00
REC-1862-01,RUN-1862-01,REQ-1862,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-09 04:40:00
REC-1863-01,RUN-1863-01,REQ-1863,generated,"Allocate 110,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1611687.22,2026-03-15 02:24:00
REC-1864-01,RUN-1864-01,REQ-1864,generated,"Allocate 90,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1231537.15,2026-03-24 03:30:00
REC-1865-01,RUN-1865-01,REQ-1865,generated,"Allocate 40,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,599364.61,2026-01-30 14:12:00
REC-1866-01,RUN-1866-01,REQ-1866,generated,"Allocate 120,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,1848715.55,2026-03-27 15:12:00
REC-1867-01,RUN-1867-01,REQ-1867,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-17 03:40:00
REC-1868-01,RUN-1868-01,REQ-1868,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-26 23:06:00
REC-1869-01,RUN-1869-01,REQ-1869,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-30 22:17:00
REC-1870-01,RUN-1870-01,REQ-1870,generated,"Allocate 135,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,1403034.81,2026-03-06 15:43:00
REC-1871-01,RUN-1871-01,REQ-1871,generated,"Allocate 55,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,482621.85,2026-04-01 19:18:00
REC-1872-01,RUN-1872-01,REQ-1872,generated,"Allocate 110,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1234513.27,2026-01-24 07:32:00
REC-1873-01,RUN-1873-01,REQ-1873,generated,"Allocate 90,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1000160.04,2026-01-29 23:43:00
REC-1874-01,RUN-1874-01,REQ-1874,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-04 19:26:00
REC-1875-01,RUN-1875-01,REQ-1875,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-09 04:53:00
REC-1876-01,RUN-1876-01,REQ-1876,generated,"Allocate 55,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,847013.86,2026-03-23 18:50:00
REC-1877-01,RUN-1877-01,REQ-1877,generated,"Allocate 40,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,551918.46,2026-04-11 04:26:00
REC-1878-01,RUN-1878-01,REQ-1878,generated,"Allocate 110,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1296609.67,2026-01-16 05:03:00
REC-1879-01,RUN-1879-01,REQ-1879,generated,"Allocate 135,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,1881117.15,2026-02-19 20:39:00
REC-1880-01,RUN-1880-01,REQ-1880,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-23 01:01:00
REC-1881-01,RUN-1881-01,REQ-1881,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-18 12:30:00
REC-1882-01,RUN-1882-01,REQ-1882,generated,"Allocate 70,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,773460.88,2026-01-12 22:44:00
REC-1883-01,RUN-1883-01,REQ-1883,generated,"Allocate 110,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1696535.67,2026-03-29 03:37:00
REC-1884-01,RUN-1884-01,REQ-1884,generated,"Allocate 90,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,768061.59,2026-04-08 15:32:00
